Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
50,Oxlight,Craglenrun,Craglenrun County,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,village,995,254.72,179.33,45.88,-29.43,554,43°F,Stockholm (Sweden),,,,,,,,{t1:argent;charges:[{charge:shipWheel;t:vert;p:e;size:1.5}];shield:fantasy5},https://watabou.github.io/village-generator/?pop=995&name=Oxlight&seed=5642600450050&width=1000&height=488&style=default&tags=river%2Cisolated%2Cno+square%2Cdense
51,Sylwen,Sylwen,Sylwen Territory,Onimydrait,Kingdom of Onimydrait,Quenian (Elfish),Witnesses of Elloragh,village,1170,1394.63,680.37,15.67,39.35,4738,61°F,Dubrovnik (Croatia),,,,,plaza,,,{t1:gules;ordinaries:[{ordinary:cross;t:argent;line:escartely}];charges:[{charge:key;t:vert;p:behdf;size:0.3}];shield:gondor},https://watabou.github.io/village-generator/?pop=1170&name=Sylwen&seed=5642600450051&width=1400&height=683&style=default&tags=river%2Chighway%2Cdense
52,Swangargate,Angarmire,Angarmire Margrave,Staglenia,Kingdom of Staglenia,Dail (Human),Neverchism,town,6009,467.45,237.45,42.38,-16.6,210,50°F,London (England),,,,,,,,{t1:argent;charges:[{charge:column;t:purpure;p:e;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Swangargate&population=6009&size=26&seed=5642600450052&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
53,Sprinpass,Ladeguard,Ladeguard County,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,village,1125,298.84,155.03,47.35,-26.77,948,41°F,Harbin (China),,,,,,,,{t1:gules;ordinaries:[{ordinary:terrace;t:or;line:dragonTeeth}];charges:[{charge:key;t:argent;p:e;size:1.5}];shield:fantasy5},https://watabou.github.io/village-generator/?pop=1125&name=Sprinpass&seed=5642600450053&width=1400&height=683&style=snow&tags=highway%2Cfarmland%2Cno+square%2Cdense
54,Kud-Ug,Dhez,Dhez Shire,Bocyurt,Beylik of Bocyurt,Uruk (Orkish),Neverchism,town,8498,653.34,208.16,44.15,-5.38,2392,39°F,Reykjavik (Iceland),,,,,,,,{t1:azure;charges:[{charge:rabbitSejant;t:argent;p:jln;t2:argent;size:0.7}];shield:urukHai},https://watabou.github.io/city-generator/?name=Kud-Ug&population=8498&size=29&seed=5642600450054&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
55,Eafethan,Rauma,Rauma County,Onimydrait,Kingdom of Onimydrait,Quenian (Elfish),Witnesses of Elloragh,town,2163,1392.83,699.73,14.5,39.24,3360,63°F,Lisbon (Portugal),,,,,,,,{t1:pally-purpure-or;division:{division:perSaltire;t:argent};shield:gondor},https://watabou.github.io/city-generator/?name=Eafethan&population=2163&size=17&seed=5642600450055&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
56,Shun,Nunulbi,Nunulbi Dependency,Toza,Tozan Empire,Khazadur (Dwarven),Khazadur (Dwarven) Deities,village,1256,233.17,721.82,13.17,-30.73,2218,70°F,Tegucigalpa (Honduras),,,,,,,,{t1:ermine-argent-sable;charges:[{charge:goutte;t:azure;p:e;size:1.5}];shield:erebor},https://watabou.github.io/village-generator/?pop=1256&name=Shun&seed=5642600450056&width=1400&height=683&style=default&tags=river%2Chighway%2Cno+square%2Cdense
57,Lorg,Nudh,Nudh Margrave,Staglenia,Kingdom of Staglenia,Uruk (Orkish),Neverchism,town,6657,434.02,97.26,50.83,-18.61,554,37°F,Tromsø (Norway),,,,,,,,{t1:vert;ordinaries:[{ordinary:orle;t:or}];charges:[{charge:shears;t:or;p:jleh;size:0.5}];shield:urukHai},https://watabou.github.io/city-generator/?name=Lorg&population=6657&size=27&seed=5642600450057&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
58,Khatsalanza,Turegkhan,Turegkhan County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,3279,1308.4,338.69,36.27,34.14,1736,52°F,Antwerp (Belgium),,,,,,,,{t1:azure;charges:[{charge:salmon;t:or;p:jeo;t2:or;size:0.5}];shield:easterling},https://watabou.github.io/city-generator/?name=Khatsalanza&population=3279&size=20&seed=5642600450058&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
59,Rhiqed,Sir,Sir County,Toza,Tozan Empire,Arago (Arachnid),Arago (Arachnid) Druidism,village,1127,39.29,717.03,13.46,-42.43,8203,46°F,Prague (Czechia),,,,,,,,{t1:azure;ordinaries:[{ordinary:chief;t:or;line:wavy}];charges:[{charge:fly;t:azure;p:b;t2:azure;t3:azure;size:0.5}];shield:horsehead2},https://watabou.github.io/village-generator/?pop=1127&name=Rhiqed&seed=5642600450059&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
60,Siriatheas,Olondofe,Olondofe Tribe,Onimydrait,Kingdom of Onimydrait,Quenian (Elfish),Quenian (Elfish) Druidism,village,1992,1450.97,650.23,17.49,42.75,10289,41°F,Harbin (China),,,,,,,,{t1:sable;ordinaries:[{ordinary:pale;t:argent;line:straight}];charges:[{charge:comet;t:argent;p:y;size:0.5}];shield:gondor},https://watabou.github.io/village-generator/?pop=1992&name=Siriatheas&seed=5642600450060&width=1600&height=780&style=snow&tags=river%2Cisolated%2Cno+square%2Cdense
61,Boykorse,Ser Eli,Ser Eli Department,Sazyurt,Republic of Sazyurt,Rohand (Human),Witnesses of Elloragh,village,1352,989.42,175.49,46.12,14.9,210,46°F,Prague (Czechia),,,,,,,,{t1:purpure;charges:[{charge:lionHeadCaboshed;t:or;p:e;t2:or;size:1.5}];shield:round},https://watabou.github.io/village-generator/?pop=1352&name=Boykorse&seed=5642600450061&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
62,Dorgayan,Erbeynakyurt,Erbeynakyurt County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,3610,1222.67,411.07,31.91,28.97,643,61°F,Dubrovnik (Croatia),,,citadel,,,,,{t1:argent;ordinaries:[{ordinary:bend;t:gules;line:straight}];charges:[{charge:scythe;t:argent;p:joe;t2:purpure;size:0.5;reversed:1}];shield:easterling},https://watabou.github.io/city-generator/?name=Dorgayan&population=3610&size=21&seed=5642600450062&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
63,Kartlu,Yelkyurt,Yelkyurt Earldom,Vuyurt,Vuyurt Khaganate,Rohand (Human),Witnesses of Elloragh,city,10859,805.5,233.7,42.61,3.8,13,50°F,London (England),,,,walls,plaza,,,{t1:argent;charges:[{charge:crossBottony;t:sable;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Kartlu&population=10859&size=32&seed=5642600450063&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&style=natural
64,Uyuman,Banovakeli,Banovakeli Captaincy,Bocyurt,Beylik of Bocyurt,Rohand (Human),Neverchism,city,9992,663.95,239.05,42.28,-4.74,948,46°F,Prague (Czechia),,,,,,,,{t1:or;division:{division:perCross;t:gules;line:wavy};charges:[{charge:eagle;t:vert;p:j;t2:vert;t3:vert;size:0.6};{charge:wyvern;t:argent;p:l;size:0.6};{charge:lionRampant;t:argent;p:m;size:0.6;sinister:1};{charge:cancer;t:purpure;p:o;size:0.6}];shield:round},https://watabou.github.io/city-generator/?name=Uyuman&population=9992&size=31&seed=5642600450064&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
65,Shabuge,Nornel,Nornel County,Toza,Tozan Empire,Yotunn (Giants),Old Yotunn (Giants) Beliefs,town,2924,744.49,745.43,11.74,0.12,6067,57°F,Washington (D.C.),,,,,,,,{t1:argent;charges:[{charge:crossSantiago;t:sable;p:jeo;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Shabuge&population=2924&size=19&seed=5642600450065&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
66,Clifshear,Clifshear,Clifshear Shire,Staglenia,Kingdom of Staglenia,Dail (Human),Neverchism,town,8286,433.29,250.88,41.57,-18.66,210,52°F,Antwerp (Belgium),,,,,,,,{t1:or;charges:[{charge:tower;t:sable;p:jln;t2:sable;size:0.7}];shield:roman},https://watabou.github.io/city-generator/?name=Clifshear&population=8286&size=29&seed=5642600450066&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
67,Gagalddud,Toza,Toza County,Toza,Tozan Empire,Yotunn (Giants),Witnesses of Elloragh,town,5720,813.39,723.2,13.08,4.28,4492,64°F,Barcelona (Spain),,,,walls,,,,{t1:azure;ordinaries:[{ordinary:chevron;t:argent}];shield:pavise},https://watabou.github.io/city-generator/?name=Gagalddud&population=5720&size=25&seed=5642600450067&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&style=natural
68,Ayazteke,Ayazteke,Ayazteke Earldom,Vuyurt,Vuyurt Khaganate,Rohand (Human),Witnesses of Elloragh,city,15090,889.05,239.15,42.28,8.84,13,50°F,London (England),,port,,walls,plaza,,,{t1:argent;charges:[{charge:lozengeFaceted;t:sable;p:kn;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Ayazteke&population=15090&size=36&seed=5642600450068&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&style=natural&sea=1.47
69,Batigerara,Kunul,Kunul County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,town,2791,670.92,566.64,22.53,-4.32,52,72°F,Guangzhou (China),,port,,,plaza,,,{t1:gules;charges:[{charge:lionRampant;t:argent;p:def;t2:argent;t3:argent;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Batigerara&population=2791&size=19&seed=5642600450069&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural&sea=0.35
70,Tlindhe,Cerghei,Cerghei Barony,Onimydrait,Kingdom of Onimydrait,Eldar (Elfish),Witnesses of Elloragh,town,3112,1336.42,618.63,19.39,35.84,6943,50°F,London (England),,,,walls,,,,{t1:sable;ordinaries:[{ordinary:pall;t:argent}];charges:[{charge:trefoil;t:vert;p:e;size:0.7}];shield:noldor},https://watabou.github.io/city-generator/?name=Tlindhe&population=3112&size=20&seed=5642600450070&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&style=natural
71,Delibeyla,Bilta,Bilta Earldom,Vuyurt,Vuyurt Khaganate,Rohand (Human),Witnesses of Elloragh,town,3264,874.88,169.9,46.45,7.99,472,45°F,Montreal (Canada),,,,,,,,{t1:or;charges:[{charge:scissors2;t:vert;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Delibeyla&population=3264&size=20&seed=5642600450071&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
72,Littpeak,Earthbouria,Earthbouria County,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,town,3391,372.91,149.04,47.71,-22.3,554,43°F,Stockholm (Sweden),,,,,,,,{t1:gules;ordinaries:[{ordinary:cross;t:or;line:straight}];charges:[{charge:fleurDeLis;t:or;p:acgi;size:0.5}];shield:fantasy5},https://watabou.github.io/city-generator/?name=Littpeak&population=3391&size=21&seed=5642600450072&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
73,Ruthan,Gralasha,Gralasha County,Vuyurt,Vuyurt Khaganate,Aj'Snaga (Serpents),Witnesses of Elloragh,village,1633,903.58,227.03,43.01,9.72,210,50°F,London (England),,,,,,,,{t1:gules;division:{division:perFess;t:fretty-purpure-argent;line:straight};ordinaries:[{ordinary:chevronReversed;t:or}];shield:fantasy1},https://watabou.github.io/village-generator/?pop=1633&name=Ruthan&seed=5642600450073&width=1600&height=780&style=default&tags=highway%2Cno+square%2Cdense
74,Smootdameda,Faypostmo,Faypostmo Landgrave,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,village,1025,241.31,175.1,46.14,-30.24,948,41°F,Harbin (China),,,,,,,,{t1:azure;charges:[{charge:crossHummetty;t:or;p:e;size:1.5}];shield:fantasy5},https://watabou.github.io/village-generator/?pop=1025&name=Smootdameda&seed=5642600450074&width=1400&height=683&style=snow&tags=confluence%2Cdead+end%2Cno+square%2Cdense
75,Derilemir,Bozdemir,Bozdemir County,Ayazbeyurt,Ayazbeyurt Horde,Rohand (Human),Neverchism,town,5352,406.97,451.49,29.47,-20.24,554,63°F,Lisbon (Portugal),,,,,plaza,,,{t1:or;ordinaries:[{ordinary:pile;t:purpure}];charges:[{charge:lozengePloye;t:argent;p:b;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Derilemir&population=5352&size=24&seed=5642600450075&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural
76,Gar'kess,Uluyurt,Uluyurt Department,Sazyurt,Republic of Sazyurt,Aj'Snaga (Serpents),Witnesses of Elloragh,village,1616,955.3,226.5,43.04,12.84,13,50°F,London (England),,,,,,,,{t1:azure;ordinaries:[{ordinary:piles;t:or}];charges:[{charge:boat;t:argent;p:e;t2:or;size:1.5}];shield:fantasy1},https://watabou.github.io/village-generator/?pop=1616&name=Gar%27kess&seed=5642600450076&width=1600&height=780&style=default&tags=dead+end%2Cno+square%2Cdense
77,Huyantgal,Khayan,Khayan County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,2142,1182,288.38,39.31,26.52,210,54°F,Paris (France),,,,walls,,,,{t1:azure;division:{division:chevronny;t:argent};charges:[{charge:drakkar;t:or;p:e;t2:or;t3:or;size:1.5}];shield:easterling},https://watabou.github.io/city-generator/?name=Huyantgal&population=2142&size=17&seed=5642600450077&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&style=natural
78,Ayarobalao,Khayan,Khayan County,Sarprakeli,Sarprakelian Khaganate,Rohand (Human),Rohand (Human) Faith,village,1042,1160.07,328.58,36.88,25.19,210,55°F,Milan (Italy),,,,,,,,{t1:azure;charges:[{charge:skull2;t:argent;p:beh;size:0.5}];shield:round},https://watabou.github.io/village-generator/?pop=1042&name=Ayarobalao&seed=5642600450078&width=1400&height=683&style=default&tags=highway%2Cfarmland%2Cno+square%2Cdense
79,Banocaray,Aya,Aya County,Ayazbeyurt,Ayazbeyurt Horde,Rohand (Human),Neverchism,city,15631,414.71,391.32,33.1,-19.78,13,59°F,Rome (Italy),,port,citadel,,plaza,,,{t1:argent;ordinaries:[{ordinary:chevron;t:azure}];charges:[{charge:cavalier;t:argent;p:ach;t2:argent;t3:gules;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Banocaray&population=15631&size=37&seed=5642600450079&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural&sea=1.26
80,Ultun,Banovakeli,Banovakeli Captaincy,Bocyurt,Beylik of Bocyurt,Rohand (Human),Neverchism,town,7335,682.14,212.69,43.87,-3.64,1312,43°F,Stockholm (Sweden),,,,walls,,,,{t1:vert;charges:[{charge:dragonPassant;t:or;p:jeo;t2:or;t3:argent;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Ultun&population=7335&size=28&seed=5642600450080&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&style=natural
81,Mightglen,Irdud,Irdud County,Staglenia,Kingdom of Staglenia,Dail (Human),Neverchism,town,3429,516.48,231.94,42.71,-13.64,472,48°F,Copenhagen (Denmark),,,,,,,,{t1:azure;ordinaries:[{ordinary:pale;t:or;line:straight}];charges:[{charge:portcullis;t:azure;p:beh;t2:azure;size:0.5}];shield:roman},https://watabou.github.io/city-generator/?name=Mightglen&population=3429&size=21&seed=5642600450081&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
82,Froth,Solheliz,Solheliz County,Toza,Tozan Empire,Yotunn (Giants),Witnesses of Elloragh,village,983,731.49,579.82,21.73,-0.66,210,73°F,Rio de Janeiro (Brazil),,,,,,,,{t1:or;ordinaries:[{ordinary:bendSinister;t:purpure;line:arched}];charges:[{charge:crossTau;t:or;p:lm;size:0.7}];shield:pavise},https://watabou.github.io/village-generator/?pop=983&name=Froth&seed=5642600450082&width=1000&height=488&style=default&tags=estuary%2Cdead+end%2Cno+square%2Cdense
83,Klearzan,Siqeisha,Siqeisha Province,Pudrock,Republic of Pudrock,Kobold (Goblin),Neverchism,town,5581,208.83,293.1,39.02,-32.2,3153,39°F,Reykjavik (Iceland),,,,,,,,{t1:azure;ordinaries:[{ordinary:gemelle;t:argent;line:straight}];charges:[{charge:roundel2;t:argent;p:abc;size:0.5}];shield:moriaOrc},https://watabou.github.io/city-generator/?name=Klearzan&population=5581&size=25&seed=5642600450083&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
84,Zilararam,Aralarak,Aralarak County,Toza,Tozan Empire,Khazadur (Dwarven),Neverchism,town,7055,183.72,614.22,19.66,-33.71,4252,59°F,Rome (Italy),,,,,,,,{t1:gules;ordinaries:[{ordinary:chief;t:argent;line:straight}];charges:[{charge:cannon;t:azure;p:abc;t2:azure;size:0.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Zilararam&population=7055&size=27&seed=5642600450084&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
85,Ereri,Banovakeli,Banovakeli Captaincy,Bocyurt,Beylik of Bocyurt,Rohand (Human),Neverchism,town,5149,651.95,240.97,42.17,-5.46,472,46°F,Prague (Czechia),,,,,,,,{t1:argent;ordinaries:[{ordinary:saltire;t:azure;line:straight}];charges:[{charge:castle2;t:argent;p:e;t2:argent;t3:gules;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Ereri&population=5149&size=24&seed=5642600450085&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
86,Orkh Ayangor,Khan,Khan County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,village,1159,1227.08,415.12,31.66,29.24,738,57°F,Washington (D.C.),,,,,,,,{t1:azure;charges:[{charge:eagle;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:easterling},https://watabou.github.io/village-generator/?pop=1159&name=Orkh+Ayangor&seed=5642600450086&width=1400&height=683&style=default&tags=river%2Chighway%2Cno+square%2Cdense
87,Kepe,Kepe,Kepe Earldom,Yaryurt,Yaryurt Horde,Rohand (Human),Neverchism,city,13992,609.17,341.73,36.09,-8.04,30,57°F,Washington (D.C.),,port,,,plaza,,,{t1:vairAncien-argent-sable;division:{division:perPale;t:gules;line:straight};shield:round},https://watabou.github.io/city-generator/?name=Kepe&population=13992&size=35&seed=5642600450087&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural&sea=1.47
88,Khalhgol,On Ongovoo,On Ongovoo County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,4367,1262.25,266.29,40.64,31.36,397,50°F,London (England),,,,,,,,{t1:argent;charges:[{charge:windmill;t:azure;p:def;t2:azure;t3:purpure;size:0.5}];shield:easterling},https://watabou.github.io/city-generator/?name=Khalhgol&population=4367&size=23&seed=5642600450088&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
89,Chand,Vultimiven,Vultimiven County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,4230,1157.33,253.32,41.42,25.03,328,50°F,London (England),,,,,,,,{t1:sable;charges:[{charge:lute;t:or;p:e;t2:argent;size:1.5}];shield:easterling},https://watabou.github.io/city-generator/?name=Chand&population=4230&size=22&seed=5642600450089&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
90,Alorcojh,Ayteli,Ayteli Province,Sazyurt,Republic of Sazyurt,Rake (Drakonic),Rake (Drakonic) Deities,town,4629,1055.75,138.34,48.36,18.9,328,43°F,Stockholm (Sweden),,,,walls,,,,{t1:vert;division:{division:perChevronReversed;t:argent;line:straight};charges:[{charge:cock;t:or;p:dfbh;t2:or;t3:or;divided:counter;size:0.5}];shield:fantasy2},https://watabou.github.io/city-generator/?name=Alorcojh&population=4629&size=23&seed=5642600450090&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&style=natural
91,Moonbellde,Irdud,Irdud County,Staglenia,Kingdom of Staglenia,Dail (Human),Neverchism,town,3639,508.66,221.09,43.37,-14.11,472,48°F,Copenhagen (Denmark),,,,walls,,,,{t1:or;division:{division:perBendSinister;t:purpure;line:enclavy};charges:[{charge:scissors2;t:vert;p:jo;size:0.7}];shield:roman},https://watabou.github.io/city-generator/?name=Moonbellde&population=3639&size=21&seed=5642600450091&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&style=natural
